title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email,Alabama,AL,,,legal_name,last_name,first_name,tags,flip_background,flop_background
Rep,Warren,,Davidson,,,R,OH,8,1,M,166760,H6OH08315,412675,N00038767,,,,,,,3/1/1970,,,,,,Warren  Davidson,Davidson,Warren ,"Republican Party, Ohio, US Representative",warren _davidson_red.png,warren _davidson_blue.png
Rep,Val,,Demings,,,D,FL,10,1,F,,,412696,,,,,,,,,,,,,,Val  Demings,Demings,Val ,"Democratic Party, Florida, US Representative",val _demings_red.png,val _demings_blue.png
Rep,Neal,,Dunn,,,R,FL,2,1,M,,,412691,,,,,,,,,,,,,,Neal  Dunn,Dunn,Neal ,"Republican Party, Florida, US Representative",neal _dunn_red.png,neal _dunn_blue.png
Rep,Thomas,,Edwards,,Chet,D,TX,17,0,M,27087,H8TX06035,400118,N00005794,,http://www.opencongress.org/wiki/Thomas_Edwards,http://youtube.com/ChetEdwardsTexas,,,,11/24/1951,,,,,,Thomas  Edwards,Edwards,Thomas ,"Democratic Party, Texas, US Representative",thomas _edwards_red.png,thomas _edwards_blue.png
Rep,Vernon,J.,Ehlers,,,R,MI,3,0,M,26907,H4MI03045,400119,N00004166,,http://www.opencongress.org/wiki/Vernon_Ehlers,http://youtube.com/CongressmanEhlers,,,,2/6/1934,,,,,,Vernon J. Ehlers,Ehlers,Vernon J.,"Republican Party, Michigan, US Representative",vernon j._ehlers_red.png,vernon j._ehlers_blue.png
Rep,Jo Ann,H.,Emerson,,,R,MO,8,0,F,903,H6MO08084,400121,N00005090,,http://www.opencongress.org/wiki/Jo_Ann_Emerson,http://youtube.com/USRepJoAnnEmerson,7912365134,,,9/16/1950,,,,,,Jo Ann H. Emerson,Emerson,Jo Ann H.,"Republican Party, Missouri, US Representative",jo ann h._emerson_red.png,jo ann h._emerson_blue.png
Rep,Eliot,L.,Engel,,,D,NY,16,1,M,26972,H8NY19058,400122,N00001003,RepEliotEngel,http://www.opencongress.org/wiki/Eliot_Engel,http://youtube.com/engel2161,1.03356E+11,,,2/18/1947,Rep.Engel@opencongress.org,,,,,Eliot L. Engel,Engel,Eliot L.,"Democratic Party, New York, US Representative",eliot l._engel_red.png,eliot l._engel_blue.png
Rep,Philip,,English,,Phil,R,PA,3,0,M,21865,H4PA21051,400123,N00001427,,http://www.opencongress.org/wiki/Philip_English,,,,,6/20/1956,,,,,,Philip  English,English,Philip ,"Republican Party, Pennsylvania, US Representative",philip _english_red.png,philip _english_blue.png
Sen,John,Eric,Ensign,,,R,NV,Junior Seat,0,M,22139,S8NV00073,300040,N00006619,SenEnsign,http://www.opencongress.org/wiki/John_Ensign,http://youtube.com/SenatorEnsign,johnensign,,I,3/25/1958,,,,,,John Eric Ensign,Ensign,John Eric,"Republican Party, Nevada, Senator",john eric_ensign_red.png,john eric_ensign_blue.png
Rep,Anna,G.,Eshoo,,,D,CA,18,1,F,26741,H8CA12098,400124,N00007335,RepAnnaEshoo,http://www.opencongress.org/wiki/Anna_Eshoo,http://youtube.com/RepAnnaEshoo,1.7498E+11,,,12/13/1942,Rep.Eshoo@opencongress.org,,,,,Anna G. Eshoo,Eshoo,Anna G.,"Democratic Party, California, US Representative",anna g._eshoo_red.png,anna g._eshoo_blue.png
Rep,Bob,R.,Etheridge,,,D,NC,2,0,M,118,H6NC02080,400125,N00002269,,http://www.opencongress.org/wiki/Bob_Etheridge,,,,,8/7/1941,,,,,,Bob R. Etheridge,Etheridge,Bob R.,"Democratic Party, North Carolina, US Representative",bob r._etheridge_red.png,bob r._etheridge_blue.png
Rep,Terry,,Everett,,,R,AL,2,0,M,26711,H2AL02067,400127,N00003083,,http://www.opencongress.org/wiki/Terry_Everett,,,,,2/15/1937,,,,,,Terry  Everett,Everett,Terry ,"Republican Party, Alabama, US Representative",terry _everett_red.png,terry _everett_blue.png
Sen,Michael,B.,Enzi,,,R,WY,Senior Seat,1,M,558,S6WY00126,300041,N00006249,SenatorEnzi,http://www.opencongress.org/wiki/Michael_Enzi,http://youtube.com/senatorenzi,23068049436,,II,2/1/1944,Sen.Enzi@opencongress.org,,,,,Michael B. Enzi,Enzi,Michael B.,"Republican Party, Wyoming, Senator",michael b._enzi_red.png,michael b._enzi_blue.png
Rep,Rahm,,Emanuel,,,D,IL,5,0,M,33530,H2IL05092,400120,N00024813,,http://www.opencongress.org/wiki/Rahm_Emanuel,,,,,11/29/1959,,,,,,Rahm  Emanuel,Emanuel,Rahm ,"Democratic Party, Illinois, US Representative",rahm _emanuel_red.png,rahm _emanuel_blue.png
Rep,Keith,Maurice,Ellison,,,D,MN,5,1,M,38982,H6MN05183,412215,N00028257,KeithEllison,http://www.opencongress.org/wiki/Keith_Ellison,http://youtube.com/RepKeithEllison,7997462059,,,8/4/1963,Rep.Ellison@opencongress.org,,,,,Keith Maurice Ellison,Ellison,Keith Maurice,"Democratic Party, Minnesota, US Representative",keith maurice_ellison_red.png,keith maurice_ellison_blue.png
Rep,Brad,,Ellsworth,,,D,IN,8,0,M,57497,H6IN08210,412206,N00027575,,http://www.opencongress.org/wiki/Brad_Ellsworth,http://youtube.com/RepBradEllsworth,,,,9/11/1958,,,,,,Brad  Ellsworth,Ellsworth,Brad ,"Democratic Party, Indiana, US Representative",brad _ellsworth_red.png,brad _ellsworth_blue.png
Rep,Donna,F.,Edwards,,,D,MD,4,0,F,65085,H6MD04183,412263,N00028249,RepDonnaEdwards,http://www.opencongress.org/wiki/Donna_Edwards,http://youtube.com/RepDonnaFEdwards,1.07297E+11,,,6/28/1958,,,,,,Donna F. Edwards,Edwards,Donna F.,"Democratic Party, Maryland, US Representative",donna f._edwards_red.png,donna f._edwards_blue.png
Rep,Renee,L.,Ellmers,,,R,NC,2,0,F,120897,H0NC02059,412457,N00031513,RepReneeEllmers,http://www.opencongress.org/wiki/Renee_Ellmers,http://youtube.com/repreneeellmers,1.67641E+14,,,2/9/1964,,,,,,Renee L. Ellmers,Ellmers,Renee L.,"Republican Party, North Carolina, US Representative",renee l._ellmers_red.png,renee l._ellmers_blue.png
Rep,Elizabeth,H.,Esty,,,D,CT,5,1,F,72826,H2CT05131,412524,N00033217,RepEsty,,http://youtube.com/RepEsty,2.92077E+14,,,8/25/1959,Rep.Esty@opencongress.org,,,,,Elizabeth H. Esty,Esty,Elizabeth H.,"Democratic Party, Connecticut, US Representative",elizabeth h._esty_red.png,elizabeth h._esty_blue.png
Rep,Tom,,Emmer,,,R,MN,6,1,M,,H4MN06087,412639,N00035440,RepTomEmmer,,,reptomemmer,,,3/3/1961,Rep.Emmer@opencongress.org,,,,,Tom  Emmer,Emmer,Tom ,"Republican Party, Minnesota, US Representative",tom _emmer_red.png,tom _emmer_blue.png
Sen,Joni,,Ernst,,,R,IA,Junior Seat,1,F,,S4IA00129,412667,N00035483,SenJoniErnst,,,3.51672E+14,,II,7/1/1970,Sen.Ernst@opencongress.org,,,,,Joni  Ernst,Ernst,Joni ,"Republican Party, Iowa, Senator",joni _ernst_red.png,joni _ernst_blue.png
Rep,Dwight,,Evans,,,D,PA,2,1,M,9128,H6PA02171,412677,N00038450,,,,,,,5/16/1954,Rep.Evans@opencongress.org,,,,,Dwight  Evans,Evans,Dwight ,"Democratic Party, Pennsylvania, US Representative",dwight _evans_red.png,dwight _evans_blue.png
Rep,Adriano,,Espaillat,,,D,NY,13,1,M,,,412718,,,,,,,,,,,,,,Adriano  Espaillat,Espaillat,Adriano ,"Democratic Party, New York, US Representative",adriano _espaillat_red.png,adriano _espaillat_blue.png
Del,Eni,F. H.,Faleomavaega,,,D,AS,0,0,M,774,H0AS00018,400128,N00007632,EFaleomavaega,http://www.opencongress.org/wiki/Eni_Faleomavaega,,6.17467E+14,,,8/15/1943,,,,,,Eni F. H. Faleomavaega,Faleomavaega,Eni F. H.,#N/A,eni f. h._faleomavaega_red.png,eni f. h._faleomavaega_blue.png
Rep,Sam,,Farr,,,D,CA,20,0,M,26745,H4CA17021,400129,N00007312,RepSamFarr,http://www.opencongress.org/wiki/Sam_Farr,http://youtube.com/CongressmanSamFarr,7018136294,,,7/4/1941,,,,,,Sam  Farr,Farr,Sam ,"Democratic Party, California, US Representative",sam _farr_red.png,sam _farr_blue.png
Rep,Chaka,,Fattah,,,D,PA,2,0,M,21850,H2PA02055,400130,N00001746,ChakaFattah,http://www.opencongress.org/wiki/Chaka_Fattah,http://youtube.com/ChakaFattah,1.65962E+14,,,11/21/1956,,,,,,Chaka  Fattah,Fattah,Chaka ,"Democratic Party, Pennsylvania, US Representative",chaka _fattah_red.png,chaka _fattah_blue.png
Sen,Russell,D.,Feingold,,,D,WI,Junior Seat,0,M,53361,S8WI00026,300042,N00000036,russfeingold,http://www.opencongress.org/wiki/Russell_Feingold,http://youtube.com/SenRussFeingold,,,III,3/2/1953,,,,,,Russell D. Feingold,Feingold,Russell D.,"Democratic Party, Wisconsin, Senator",russell d._feingold_red.png,russell d._feingold_blue.png
Sen,Dianne,,Feinstein,,,D,CA,Senior Seat,1,F,53273,S0CA00199,300043,N00007364,SenFeinstein,http://www.opencongress.org/wiki/Dianne_Feinstein,http://youtube.com/SenatorFeinstein,3.34887E+14,,I,6/22/1933,Sen.Feinstein@opencongress.org,,,,,Dianne  Feinstein,Feinstein,Dianne ,"Democratic Party, California, Senator",dianne _feinstein_red.png,dianne _feinstein_blue.png
Rep,Bob,,Filner,,,D,CA,51,0,M,26774,H2CA50034,400133,N00007033,CongBobFilner,http://www.opencongress.org/wiki/Bob_Filner,http://youtube.com/bobfilnerca51,bobfilner,,,9/4/1942,,,,,,Bob  Filner,Filner,Bob ,"Democratic Party, California, US Representative",bob _filner_red.png,bob _filner_blue.png
Rep,Barney,,Frank,,,D,MA,4,0,M,26897,H0MA04036,400140,N00000275,,http://www.opencongress.org/wiki/Barney_Frank,http://youtube.com/barneyfrank,barneyfrank,,,3/31/1940,,,,,,Barney  Frank,Frank,Barney ,"Democratic Party, Massachusetts, US Representative",barney _frank_red.png,barney _frank_blue.png
Rep,Rodney,P.,Frelinghuysen,,,R,NJ,11,1,M,22177,H2NJ05014,400142,N00000684,USRepRodney,http://www.opencongress.org/wiki/Rodney_Frelinghuysen,http://youtube.com/RepFrelinghuysen,1.9151E+14,,,4/29/1946,Rep.Frelinghuysen@opencongress.org,,,,,Rodney P. Frelinghuysen,Frelinghuysen,Rodney P.,"Republican Party, New Jersey, US Representative",rodney p._frelinghuysen_red.png,rodney p._frelinghuysen_blue.png
Rep,Vito,J.,Fossella,Jr.,,R,NY,13,0,M,16455,H8NY13028,400139,N00000983,,http://www.opencongress.org/wiki/Vito_Fossella,,,,,3/9/1965,,,,,,Vito J. Fossella,Fossella,Vito J.,"Republican Party, New York, US Representative",vito j._fossella_red.png,vito j._fossella_blue.png
Rep,Michael,,Ferguson,,Mike,R,NJ,7,0,M,22521,H8NJ06118,400132,N00000766,,http://www.opencongress.org/wiki/Michael_Ferguson,,,,,6/22/1970,,,,,,Michael  Ferguson,Ferguson,Michael ,"Republican Party, New Jersey, US Representative",michael _ferguson_red.png,michael _ferguson_blue.png
Sen,Jeff,,Flake,,,R,AZ,Junior Seat,1,M,28128,H0AZ01184,400134,N00009573,JeffFlake,http://www.opencongress.org/wiki/Jeff_Flake,http://youtube.com/flakeoffice,senatorjeffflake,,I,12/31/1962,Sen.Flake@opencongress.org,,,,,Jeff  Flake,Flake,Jeff ,"Republican Party, Arizona, Senator",jeff _flake_red.png,jeff _flake_blue.png
Rep,J.,Randy,Forbes,,,R,VA,4,0,M,5146,H2VA04052,400137,N00013799,Randy_Forbes,http://www.opencongress.org/wiki/James_Randy_Forbes,http://youtube.com/RepRandyForbes,3.5633E+11,,,2/17/1952,,,,,,J. Randy Forbes,Forbes,J. Randy,"Republican Party, Virginia, US Representative",j. randy_forbes_red.png,j. randy_forbes_blue.png
Rep,Tom,C.,Feeney,,,R,FL,24,0,M,12856,H2FL00250,400131,N00024851,,http://www.opencongress.org/wiki/Tom_Feeney,,,,,5/21/1958,,,,,,Tom C. Feeney,Feeney,Tom C.,"Republican Party, Florida, US Representative",tom c._feeney_red.png,tom c._feeney_blue.png
Rep,Trent,,Franks,,,R,AZ,8,1,M,28399,H4AZ04024,400141,N00006423,RepTrentFranks,http://www.opencongress.org/wiki/Trent_Franks,,2.09487E+11,,,6/19/1957,Rep.Franks@opencongress.org,,,,,Trent  Franks,Franks,Trent ,"Republican Party, Arizona, US Representative",trent _franks_red.png,trent _franks_blue.png
Rep,Jeff,Lane,Fortenberry,,,R,NE,1,1,M,41929,H4NE01064,400640,N00026631,JeffFortenberry,http://www.opencongress.org/wiki/Jeff_Fortenberry,http://youtube.com/JeffFortenberry,48426842354,,,12/27/1960,Rep.Fortenberry@opencongress.org,,,,,Jeff Lane Fortenberry,Fortenberry,Jeff Lane,"Republican Party, Nebraska, US Representative",jeff lane_fortenberry_red.png,jeff lane_fortenberry_blue.png
Rep,Virginia,,Foxx,,,R,NC,5,1,F,6051,H4NC05146,400643,N00026166,VirginiaFoxx,http://www.opencongress.org/wiki/Virginia_Foxx,http://youtube.com/repvirginiafoxx,RepVirginiaFoxx,,,6/29/1943,Rep.Foxx@opencongress.org,,,,,Virginia  Foxx,Foxx,Virginia ,"Republican Party, North Carolina, US Representative",virginia _foxx_red.png,virginia _foxx_blue.png
Rep,Michael,G.,Fitzpatrick,,,R,PA,8,0,M,46971,H4PA08074,400646,N00027229,RepFitzpatrick,http://www.opencongress.org/wiki/Michael_Fitzpatrick,http://youtube.com/RepFitzpatrickPA8,1.32077E+14,,,6/28/1963,,,,,,Michael G. Fitzpatrick,Fitzpatrick,Michael G.,"Republican Party, Pennsylvania, US Representative",michael g._fitzpatrick_red.png,michael g._fitzpatrick_blue.png
Com,Luis,G.,Fortu√±o,,,R,PR,0,0,M,47567,H4PR00079,400662,N00026264,,http://www.opencongress.org/wiki/Luis_Fortuno,,,,,10/31/1960,,,,,,Luis G. Fortu√±o,Fortu√±o,Luis G.,#N/A,luis g._fortu„±o_red.png,luis g._fortu„±o_blue.png
Rep,Mary,,Fallin,,,R,OK,5,0,F,1699,H6OK05160,412230,N00027781,RepMaryFallin,http://www.opencongress.org/wiki/Mary_Fallin,http://youtube.com/RepMaryFallin,,,,12/9/1954,,,,,,Mary  Fallin,Fallin,Mary ,"Republican Party, Oklahoma, US Representative",mary _fallin_red.png,mary _fallin_blue.png
Rep,Bill,,Foster,,,D,IL,11,1,M,101632,H8IL14067,412257,N00029139,RepBillFoster,http://www.opencongress.org/wiki/Bill_Foster,http://youtube.com/RepBillFoster,1.02918E+11,,,10/7/1955,Rep.Foster@opencongress.org,,,,,Bill  Foster,Foster,Bill ,"Democratic Party, Illinois, US Representative",bill _foster_red.png,bill _foster_blue.png
Rep,Marcia,L.,Fudge,,,D,OH,11,1,F,110640,H8OH11141,412327,N00030490,RepMarciaFudge,http://www.opencongress.org/wiki/Marcia_Fudge,http://youtube.com/marcialfudge,2.79006E+11,,,10/29/1952,Rep.Fudge@opencongress.org,,,,,Marcia L. Fudge,Fudge,Marcia L.,"Democratic Party, Ohio, US Representative",marcia l._fudge_red.png,marcia l._fudge_blue.png
Rep,John,,Fleming,,,R,LA,4,0,M,108811,H8LA04225,412275,N00029679,RepFleming,http://www.opencongress.org/wiki/John_Fleming,http://youtube.com/larep04,3.72154E+11,,,7/5/1951,,,,,,John  Fleming,Fleming,John ,"Republican Party, Louisiana, US Representative",john _fleming_red.png,john _fleming_blue.png
Sen,Alan,Stuart,Franken,,Al,D,MN,Junior Seat,1,M,108924,S8MN00438,412378,N00029016,SenFranken,http://www.opencongress.org/wiki/Al_Franken,http://youtube.com/SenatorFranken,9.45481E+14,,II,5/21/1951,Sen.Franken@opencongress.org,,,,,Alan Stuart Franken,Franken,Alan Stuart,"Democratic Party, Minnesota, Senator",alan stuart_franken_red.png,alan stuart_franken_blue.png
Rep,Stephen,Lee,Fincher,,,R,TN,8,0,M,124659,H0TN08246,412479,N00031141,RepFincherTN08,http://www.opencongress.org/wiki/Stephen_Fincher,http://youtube.com/CongressmanFincher,1.28862E+14,,,2/7/1973,,,,,,Stephen Lee Fincher,Fincher,Stephen Lee,"Republican Party, Tennessee, US Representative",stephen lee_fincher_red.png,stephen lee_fincher_blue.png
Rep,Charles,J.,Fleischmann,,Chuck,R,TN,3,1,M,123456,H0TN03254,412476,N00030815,RepChuck,http://www.opencongress.org/wiki/Chuck_Fleischmann,http://youtube.com/repchuck,1.89999E+14,,,10/11/1962,Rep.Fleischmann@opencongress.org,,,,,Charles J. Fleischmann,Fleischmann,Charles J.,"Republican Party, Tennessee, US Representative",charles j._fleischmann_red.png,charles j._fleischmann_blue.png
Rep,Blake,,Farenthold,,,R,TX,27,1,M,116919,H0TX27061,412482,N00031672,Farenthold,http://www.opencongress.org/wiki/Blake_Farenthold,http://youtube.com/BlakeFarenthold,1.86894E+14,,,12/12/1961,Rep.Farenthold@opencongress.org,,,,,Blake  Farenthold,Farenthold,Blake ,"Republican Party, Texas, US Representative",blake _farenthold_red.png,blake _farenthold_blue.png
Rep,Bill,,Flores,,,R,TX,17,1,M,116906,H0TX17104,412480,N00031545,RepBillFlores,http://www.opencongress.org/wiki/Bill_Flores,http://youtube.com/RepBillFlores,1.46177E+14,,,2/25/1954,Rep.Flores@opencongress.org,,,,,Bill  Flores,Flores,Bill ,"Republican Party, Texas, US Representative",bill _flores_red.png,bill _flores_blue.png
Rep,Lois,,Frankel,,,D,FL,21,1,F,8102,H2FL14053,412529,N00002893,RepLoisFrankel,,http://youtube.com/reploisfrankel,1.3822E+14,,,5/16/1948,Rep.Frankel@opencongress.org,,,,,Lois  Frankel,Frankel,Lois ,"Democratic Party, Florida, US Representative",lois _frankel_red.png,lois _frankel_blue.png
Sen,Deb,,Fischer,,,R,NE,Senior Seat,1,F,41963,S2NE00094,412556,N00033443,SenatorFischer,,http://youtube.com/senatordebfischer,5.31624E+14,,I,3/1/1951,Sen.Fischer@opencongress.org,,,,,Deb  Fischer,Fischer,Deb ,"Republican Party, Nebraska, Senator",deb _fischer_red.png,deb _fischer_blue.png
Rep,John,,Faso,,,R,NY,19,1,M,,,412719,,,,,,,,,,,,,,John  Faso,Faso,John ,"Republican Party, New York, US Representative",john _faso_red.png,john _faso_blue.png
Rep,A.,,Ferguson,,,R,GA,3,1,M,,,412700,,,,,,,,,,,,,,A.  Ferguson,Ferguson,A. ,"Republican Party, Georgia, US Representative",a. _ferguson_red.png,a. _ferguson_blue.png
Rep,Brian,,Fitzpatrick,,,R,PA,8,1,M,,,412721,,,,,,,,,,,,,,Brian  Fitzpatrick,Fitzpatrick,Brian ,"Republican Party, Pennsylvania, US Representative",brian _fitzpatrick_red.png,brian _fitzpatrick_blue.png
Rep,Elton,W.,Gallegly,,,R,CA,24,0,M,26750,H6CA21028,400144,N00007231,eltongallegly24,http://www.opencongress.org/wiki/Elton_Gallegly,http://youtube.com/usrepeltongallegly,eltongallegly,,,3/7/1944,,,,,,Elton W. Gallegly,Gallegly,Elton W.,"Republican Party, California, US Representative",elton w._gallegly_red.png,elton w._gallegly_blue.png
Rep,Wayne,T.,Gilchrest,,,R,MD,1,0,M,26886,H8MD01037,400149,N00002012,,http://www.opencongress.org/wiki/Wayne_Gilchrest,,,,,4/15/1946,,,,,,Wayne T. Gilchrest,Gilchrest,Wayne T.,"Republican Party, Maryland, US Representative",wayne t._gilchrest_red.png,wayne t._gilchrest_blue.png
Rep,Paul,E.,Gillmor,,,R,OH,5,0,M,0,H8OH05044,400150,N00003660,,http://www.opencongress.org/wiki/Paul_Gillmor,,,,,2/1/1939,,,,,,Paul E. Gillmor,Gillmor,Paul E.,"Republican Party, Ohio, US Representative",paul e._gillmor_red.png,paul e._gillmor_blue.png
Rep,Virgil,H.,Goode,Jr.,,R,VA,5,0,M,527,H6VA05068,400153,N00002167,,http://www.opencongress.org/wiki/Virgil_Goode,,,,,10/17/1946,,,,,,Virgil H. Goode,Goode,Virgil H.,"Republican Party, Virginia, US Representative",virgil h._goode_red.png,virgil h._goode_blue.png
Rep,Bob,W.,Goodlatte,,,R,VA,6,1,M,27116,H2VA06115,400154,N00009154,RepGoodlatte,http://www.opencongress.org/wiki/Robert_Goodlatte,http://youtube.com/RepBobGoodlatte,6459789414,,,9/22/1952,Rep.Goodlatte@opencongress.org,,,,,Bob W. Goodlatte,Goodlatte,Bob W.,"Republican Party, Virginia, US Representative",bob w._goodlatte_red.png,bob w._goodlatte_blue.png
Rep,Barton,Jennings,Gordon,,Bart,D,TN,6,0,M,27071,H4TN04015,400155,N00003126,,http://www.opencongress.org/wiki/Bart_Gordon,http://youtube.com/repbartgordon,,,,1/24/1949,,,,,,Barton Jennings Gordon,Gordon,Barton Jennings,"Democratic Party, Tennessee, US Representative",barton jennings_gordon_red.png,barton jennings_gordon_blue.png
Sen,Lindsey,O.,Graham,,,R,SC,Senior Seat,1,M,21992,S0SC00149,300047,N00009975,GrahamBlog,http://www.opencongress.org/wiki/Lindsey_Graham,http://youtube.com/USSenLindseyGraham,2.57938E+11,,II,7/9/1955,Sen.Lgraham@opencongress.org,,,,,Lindsey O. Graham,Graham,Lindsey O.,"Republican Party, South Carolina, Senator",lindsey o._graham_red.png,lindsey o._graham_blue.png
Rep,Kay,,Granger,,,R,TX,12,1,F,334,H6TX12060,400157,N00008799,RepKayGranger,http://www.opencongress.org/wiki/Kay_Granger,http://youtube.com/RepKayGranger,49640749719,,,1/18/1943,Rep.Kaygranger@opencongress.org,,,,,Kay  Granger,Granger,Kay ,"Republican Party, Texas, US Representative",kay _granger_red.png,kay _granger_blue.png
Sen,Charles,E.,Grassley,,Chuck,R,IA,Senior Seat,1,M,53293,S0IA00028,300048,N00001758,ChuckGrassley,http://www.opencongress.org/wiki/Charles_Grassley,http://youtube.com/senchuckgrassley,1.06481E+11,,III,9/17/1933,Sen.Grassley@opencongress.org,,,,,Charles E. Grassley,Grassley,Charles E.,"Republican Party, Iowa, Senator",charles e._grassley_red.png,charles e._grassley_blue.png
Rep,Gene,Eugene,Green,,,D,TX,29,1,M,27100,H2TX29030,400160,N00005870,RepGeneGreen,http://www.opencongress.org/wiki/Raymond_Green,http://youtube.com/RepGeneGreen,1.28735E+11,,,10/17/1947,Rep.Green@opencongress.org,,,,,Gene Eugene Green,Green,Gene Eugene,"Democratic Party, Texas, US Representative",gene eugene_green_red.png,gene eugene_green_blue.png
Sen,Judd,A.,Gregg,,,R,NH,Senior Seat,0,M,53321,S2NH00025,300049,N00000444,,http://www.opencongress.org/wiki/Judd_Gregg,,,,III,2/14/1947,,,,,,Judd A. Gregg,Gregg,Judd A.,"Republican Party, New Hampshire, Senator",judd a._gregg_red.png,judd a._gregg_blue.png
Rep,Luis,V.,Guti√©rrez,,,D,IL,4,1,M,26841,H2IL08039,400163,N00004874,LuisGutierrez,http://www.opencongress.org/wiki/Luis_Gutierrez,http://youtube.com/repluisgutierrez,91052833204,,,12/10/1953,Rep.Gutierrez@opencongress.org,,,,,Luis V. Guti√©rrez,Guti√©rrez,Luis V.,"Democratic Party, Illinois, US Representative",luis v._guti„©rrez_red.png,luis v._guti„©rrez_blue.png
Rep,Charles,A.,Gonzalez,,Charlie,D,TX,20,0,M,25445,H8TX20077,400152,N00005960,TX20CharlieG,http://www.opencongress.org/wiki/Charles_Gonzalez,http://youtube.com/charlesagonzalez,55174583605,,,5/5/1945,,,,,,Charles A. Gonzalez,Gonzalez,Charles A.,"Democratic Party, Texas, US Representative",charles a._gonzalez_red.png,charles a._gonzalez_blue.png
Rep,Sam,B.,Graves,,,R,MO,6,1,M,9425,H0MO06073,400158,N00013323,RepSamGraves,http://www.opencongress.org/wiki/Samuel_Graves,,1.18515E+11,,,11/7/1963,Rep.Graves@opencongress.org,,,,,Sam B. Graves,Graves,Sam B.,"Republican Party, Missouri, US Representative",sam b._graves_red.png,sam b._graves_blue.png
Rep,Scott,,Garrett,,,R,NJ,5,0,M,4430,H8NJ05052,400145,N00000743,RepGarrett,http://www.opencongress.org/wiki/E._Scott_Garrett,http://youtube.com/repscottgarrett,6756553401,,,7/9/1959,,,,,,Scott  Garrett,Garrett,Scott ,"Republican Party, New Jersey, US Representative",scott _garrett_red.png,scott _garrett_blue.png
